0.152574,0.122327,0.0620328,0.0620294,0.0735893,0.167927,0.0620287,0.167243,0.0620569,0.0681919,0.174188,0.0319487,0.0831834,0.206811,0.00648161,0.049882,0.044209,0.0122042,0.293192,0.0979009,ActionPainting
0.163304,0.137889,0.0607755,0.060801,0.163485,0.0935237,0.060953,0.137744,0.0607541,0.0607706,0.351922,0.159946,0.0215245,0.0703266,0.0403449,0.194458,0.025872,0.0369029,0.0767932,0.0219092,ActionPainting
0.160148,0.103704,0.0629816,0.0629782,0.077566,0.170526,0.0629787,0.169987,0.0630009,0.0661296,0.0630331,0.0216691,0.21411,0.159901,0.0125855,0.0190572,0.103793,0.0428662,0.114727,0.248258,Colour-Field-Painting
0.0755443,0.161504,0.0833544,0.0850249,0.0724313,0.0782186,0.0725192,0.0736304,0.108217,0.189556,0.0768378,0.1466,0.145214,0.0682999,0.083005,0.0442457,0.229887,0.0174072,0.0525431,0.135961,Colour-Field-Painting
0.0936426,0.186518,0.107413,0.0944532,0.115038,0.0762473,0.0787593,0.0764202,0.0924725,0.0790354,0.07555,0.19237,0.100444,0.0286503,0.155738,0.0759703,0.195608,0.0393455,0.0214235,0.114901,Colour-Field-Painting
0.192015,0.0835243,0.0740768,0.0744828,0.174343,0.0858645,0.0751768,0.0927566,0.0737889,0.0739715,0.0569771,0.0217985,0.262038,0.08749,0.0173762,0.0257295,0.109176,0.0931563,0.0482858,0.277973,Cubism
0.102799,0.0765495,0.167478,0.172411,0.0705007,0.069017,0.0728996,0.0690098,0.123192,0.076144,0.0588562,0.0375,0.24185,0.126108,0.0244415,0.0214319,0.150761,0.0293509,0.0784754,0.231225,Cubism
0.080749,0.0796597,0.129765,0.1433,0.143029,0.074986,0.0872161,0.0749523,0.101412,0.0849319,0.141121,0.0269646,0.0944568,0.228011,0.00570694,0.0375191,0.0471583,0.011359,0.298805,0.108898,Expressionism
0.081478,0.0704488,0.100834,0.157057,0.130066,0.0702807,0.165261,0.0700962,0.0758273,0.0786519,0.122634,0.0251751,0.0923455,0.243464,0.00506618,0.0326508,0.0437279,0.007711,0.329212,0.0980131,Expressionism
0.109706,0.0758297,0.153207,0.173775,0.0717718,0.0706873,0.0735561,0.0706673,0.116135,0.0846648,0.0779712,0.0252738,0.124168,0.257458,0.00817472,0.0193665,0.0674951,0.0088863,0.277001,0.134206,Expressionism
0.160095,0.0733004,0.0637629,0.0637524,0.102962,0.171791,0.0637636,0.170504,0.063787,0.066281,0.0646547,0.230633,0.00988985,0.00328283,0.416697,0.195755,0.0280717,0.0375275,0.00223748,0.0112509,Hard-Edge-Art
0.153995,0.122647,0.0738546,0.0741599,0.189835,0.0787467,0.0757216,0.0836957,0.073439,0.0739055,0.0450283,0.230222,0.00263864,0.0017763,0.513529,0.192171,0.00705088,0.00510201,0.000881573,0.00160097,Hard-Edge-Art
0.189562,0.0791847,0.0749025,0.0800648,0.192346,0.0783866,0.0769962,0.0787706,0.0743154,0.0754714,0.0660663,0.297749,0.0107309,0.00546899,0.371832,0.189201,0.034099,0.0099055,0.00473186,0.0102152,Minimalism-Art
0.157507,0.0889015,0.0610729,0.0610691,0.117828,0.164779,0.0610758,0.164543,0.0610792,0.0621431,0.0829936,0.237677,0.0211136,0.00619355,0.309474,0.178557,0.0613603,0.0657658,0.00523833,0.0316269,Minimalism-Art
0.105609,0.110805,0.0924905,0.0891196,0.159651,0.0872707,0.0892078,0.0865942,0.0895822,0.0896711,0.150467,0.0433234,0.13695,0.0573425,0.0402891,0.102616,0.0733901,0.165767,0.0420276,0.187828,ORPHISM
0.066417,0.0627354,0.142009,0.158454,0.0628583,0.0626873,0.081563,0.0626026,0.154435,0.146238,0.151474,0.0294688,0.0838518,0.222442,0.00577956,0.0425881,0.0424098,0.00900168,0.320143,0.0928412,ORPHISM
0.0898042,0.110863,0.0950862,0.136453,0.100195,0.0797751,0.136325,0.0795179,0.0825743,0.0894057,0.057373,0.0324919,0.0351838,0.012318,0.0716924,0.0590879,0.0196675,0.664778,0.00352525,0.0438821,Op-Art
0.15476,0.102515,0.0638845,0.0638799,0.0675304,0.173199,0.0638769,0.172292,0.0639322,0.0741304,0.0573721,0.032491,0.0351832,0.0123179,0.0716906,0.0590865,0.0196667,0.664786,0.0035252,0.043881,Op-Art
0.0684109,0.0746785,0.127438,0.116548,0.0663994,0.0669471,0.066475,0.0664535,0.17341,0.173239,0.124355,0.0255212,0.0917166,0.241796,0.00512209,0.0333088,0.0436784,0.00771704,0.329315,0.0974697,Post-impressionism
0.0673625,0.0907017,0.142447,0.161063,0.0644997,0.0646813,0.0669257,0.0645052,0.139004,0.13881,0.261668,0.0532621,0.0636238,0.0750479,0.0312441,0.143139,0.0347908,0.199498,0.053881,0.0838455,Post-impressionism
0.0695492,0.0677474,0.158991,0.156803,0.0628076,0.0628474,0.0629643,0.0627858,0.162632,0.132871,0.0629498,0.0278295,0.150677,0.231518,0.0141261,0.0154749,0.0967446,0.0124287,0.211734,0.176518,Post-impressionism
0.074867,0.0671927,0.152187,0.169823,0.0676615,0.0664491,0.103829,0.0663812,0.134884,0.0967262,0.0595658,0.0335686,0.231339,0.142101,0.0214093,0.0202899,0.137827,0.0282472,0.0943666,0.231286,Post-impressionism
0.0842898,0.158463,0.0686666,0.0685181,0.0693737,0.166989,0.0684083,0.139663,0.0693278,0.1063,0.0594267,0.0281387,0.209013,0.172409,0.0173657,0.0179414,0.11827,0.0247745,0.127285,0.225376,Surreal-Surrealism
0.0939709,0.0850902,0.0877948,0.0930344,0.0938084,0.0951866,0.0868517,0.0874528,0.0924457,0.184365,0.0579249,0.0352271,0.246595,0.124557,0.0232055,0.0212842,0.146674,0.0318137,0.0767962,0.235923,Surreal-Surrealism
